Depth,Cone Resistance,Side Friction,P-wave Velocity
9.4,0.86,95.8,1.76474262
9.5,0.83,66.5,1.77846374
9.6,0.67,84.4,1.79430412
9.700000000000001,0.63,72.1,1.81029322
9.8,0.72,67.6,1.82628231
9.9,0.99,80.9,1.84227141
10.0,1.28,108.8,1.8582605
10.1,1.82,152.5,1.86338804
10.200000000000001,2.06,181.2,1.86833455
10.3,2.43,186.6,1.87328106
10.4,2.92,199.5,1.87822757
10.5,2.67,199.0,1.88291046
10.6,2.8,199.0,1.87981661
10.700000000000001,2.87,231.9,1.87672276
10.8,2.66,222.5,1.8736289
10.9,2.54,192.1,1.87053505
11.0,2.36,190.0,1.86721768
11.1,2.4,185.5,1.86139691
11.200000000000001,2.33,167.9,1.85557613
11.3,2.21,192.9,1.84975536
11.4,2.09,180.7,1.84393459
11.5,1.9,166.8,1.83755475
11.6,1.95,162.8,1.82747109
11.700000000000001,1.92,180.7,1.81738742
11.8,1.84,157.3,1.80730376
11.9,1.77,165.6,1.79722009
12.0,1.87,187.5,1.78685264
12.1,1.9,198.8,1.77519526
12.200000000000001,1.97,195.0,1.76353788
12.3,1.86,184.2,1.7518805
12.4,1.71,182.5,1.74022312
12.5,1.8,184.9,1.7305521
12.6,1.77,175.8,1.7275496
12.700000000000001,1.7,171.8,1.72454709
12.8,1.72,165.9,1.72154459
12.9,1.81,167.2,1.71854208
13.0,1.87,169.7,1.71467299
13.1,1.84,184.7,1.70856097
13.200000000000001,1.92,188.4,1.70244895
13.3,1.95,177.8,1.69633694
13.4,1.99,178.8,1.69022492
13.5,2.08,189.7,1.68482982
13.6,1.8,183.9,1.68090442
13.700000000000001,1.67,161.1,1.67697901
13.8,1.79,155.6,1.67305361
13.9,1.8,158.0,1.6691282
14.0,1.78,162.2,1.66648459
14.1,1.72,154.9,1.66595871
14.200000000000001,1.66,146.5,1.66543284
14.3,1.77,139.9,1.66490697
14.4,1.69,138.9,1.66438109
14.5,1.58,127.2,1.6635392
14.6,1.56,0.0,1.66227189
14.700000000000001,0.63,56.5,1.66100459
14.8,0.55,133.1,1.65973728
14.9,1.46,127.6,1.65846998
15.0,1.49,121.5,1.65923258
15.1,1.5,114.7,1.66223509
15.200000000000001,1.43,112.7,1.66523759
15.3,1.5,138.9,1.66824009
15.4,1.47,155.2,1.6712426
15.5,1.42,161.5,1.67587632
15.6,1.43,147.5,1.68198834
15.700000000000001,1.45,149.3,1.68810036
15.8,1.5,151.1,1.69421237
15.9,1.61,157.7,1.70032439
16.0,4.31,195.8,1.70518179
16.1,2.64,199.3,1.7091072
16.200000000000003,4.32,197.5,1.71303261
16.3,3.0,205.7,1.71695801
16.400000000000002,2.85,182.0,1.72088342
16.500000000000004,2.75,176.7,1.72847096
16.6,2.86,167.2,1.73827506
16.700000000000003,2.88,173.0,1.74807916
16.8,2.92,177.1,1.75788326
16.900000000000002,2.89,176.5,1.76768736
17.000000000000004,3.07,212.9,1.7842376
17.1,4.19,211.5,1.80407865
17.200000000000003,3.95,196.7,1.8239197
17.3,3.87,171.1,1.84576074
17.400000000000002,3.8,169.7,1.86360179
17.500000000000004,3.67,167.0,1.87625988
17.6,3.52,165.6,1.88614273
17.700000000000003,3.55,164.7,1.89602559
17.8,3.35,156.8,1.90590845
17.900000000000002,3.26,148.6,1.9157913
18.000000000000004,3.14,143.4,1.92460126
18.1,2.99,138.6,1.93309162
18.200000000000003,3.0,132.9,1.94158199
18.3,2.94,127.9,1.95007235
18.400000000000002,3.04,117.5,1.95856272
18.500000000000004,3.08,123.8,1.96039089
18.6,3.03,131.3,1.96075337
18.700000000000003,3.15,132.9,1.96111585
18.8,3.06,121.2,1.96147834
18.900000000000002,3.27,122.3,1.96184082
19.000000000000004,3.24,120.5,1.96021501
19.1,3.19,123.9,1.95828909
19.200000000000003,3.18,124.2,1.95636316
19.300000000000004,3.25,123.9,1.95443724
19.400000000000002,3.41,120.5,1.95251131
19.500000000000004,3.59,132.2,1.94058263
19.6,3.44,141.7,1.92776084
19.700000000000003,3.52,148.4,1.91493905
19.800000000000004,3.3,157.3,1.90211726
19.900000000000002,3.33,149.7,1.88929547
20.000000000000004,3.53,165.2,1.88009529
20.1,3.36,175.6,1.87101787
20.200000000000003,3.24,170.0,1.86194046
20.300000000000004,3.14,155.2,1.85286304
20.400000000000002,3.17,159.6,1.8438012
20.500000000000004,3.08,164.6,1.83567332
20.6,2.94,147.8,1.82754544
20.700000000000003,2.95,126.4,1.81941755
20.800000000000004,2.94,121.4,1.81128967
20.900000000000002,2.98,119.2,1.80311138
21.000000000000004,3.06,119.8,1.79421469
21.1,3.26,124.4,1.785318
21.200000000000003,3.03,139.7,1.77642131
21.300000000000004,2.94,141.9,1.76752462
21.400000000000002,3.0,136.2,1.7588357
21.500000000000004,3.07,143.5,1.7517496
21.6,3.0,144.5,1.7446635
21.700000000000003,2.92,131.1,1.7375774
21.800000000000004,3.3,165.4,1.7304913
21.900000000000002,3.4,265.0,1.72329347
22.000000000000004,3.28,271.0,1.71552587
22.1,3.01,225.8,1.70775827
22.200000000000003,3.11,203.3,1.69999067
22.300000000000004,3.08,204.3,1.69222307
22.400000000000002,2.96,222.6,1.68593921
22.500000000000004,2.92,221.5,1.68513377
22.6,5.68,274.2,1.68432833
22.700000000000003,3.05,269.9,1.68352289
22.800000000000004,2.97,232.7,1.68271745
22.900000000000002,2.99,230.9,1.68262843
23.000000000000004,2.93,222.1,1.68455436
23.1,3.17,219.9,1.68648029
23.200000000000003,3.08,226.2,1.68840621
23.300000000000004,2.96,225.4,1.69033214
23.400000000000002,2.87,226.3,1.69286063
23.500000000000004,2.8,218.5,1.69672109
23.6,2.76,220.1,1.70058154
23.700000000000003,2.75,201.3,1.704442
23.800000000000004,2.6,175.1,1.70830246
23.900000000000002,2.61,149.2,1.71223687
24.000000000000004,2.51,144.7,1.71630239
24.1,2.57,142.8,1.72036791
24.200000000000003,2.73,117.4,1.72443343
24.300000000000004,2.21,117.4,1.72849895
24.400000000000002,2.15,116.2,1.72994906
24.500000000000004,2.1,115.0,1.72763299
24.6,2.05,114.3,1.72531692
24.700000000000003,2.0,113.6,1.72300085
24.800000000000004,1.95,113.0,1.72068479
24.900000000000002,1.9,112.4,1.71623609
25.000000000000004,1.85,111.8,1.70927393
25.1,1.8,110.6,1.70231177
25.200000000000003,1.75,110.0,1.69534961
25.300000000000004,1.7,109.5,1.68838745
25.400000000000002,1.65,109.0,1.68244964
25.500000000000004,1.36,29.9,1.67750313
25.6,1.45,28.9,1.67255662
25.700000000000003,1.44,37.2,1.66761012
25.800000000000004,1.61,48.7,1.66266361
25.900000000000002,2.2,82.4,1.65918325
26.000000000000004,2.49,125.3,1.65686718
26.1,2.76,138.4,1.65455111
26.200000000000003,2.82,139.7,1.65223504
26.300000000000004,2.77,127.8,1.64991897
26.400000000000002,3.03,130.0,1.64778512
26.500000000000004,3.54,148.5,1.64576948
26.6,2.64,175.7,1.64375383
26.700000000000003,3.2,171.9,1.64173818
26.800000000000004,3.08,146.4,1.63972253
26.900000000000002,2.82,135.7,1.63920317
27.000000000000004,2.66,132.7,1.63946937
27.1,2.56,122.8,1.63973557
27.200000000000003,3.02,124.1,1.64000176
27.300000000000004,3.3,152.7,1.64026796
27.400000000000002,3.0,165.5,1.6376252
27.500000000000004,2.8,159.7,1.63376475
27.6,2.48,133.4,1.62990429
27.700000000000003,3.59,150.4,1.62604383
27.800000000000004,5.01,194.9,1.62218337
27.900000000000002,5.08,238.1,1.62016142
28.000000000000004,3.42,228.1,1.61873898
28.1,5.27,264.8,1.61731654
28.200000000000003,3.75,272.6,1.6158941
28.300000000000004,2.83,223.7,1.61447165
28.400000000000002,2.72,154.1,1.62009778
28.500000000000004,8.34,266.0,1.62745008
28.6,3.81,267.6,1.63480238
28.700000000000003,3.75,235.5,1.64215467
28.800000000000004,2.59,138.2,1.64950697
28.900000000000002,2.2,112.5,1.66181361
29.000000000000004,2.22,100.0,1.67497772
29.1,2.6,97.0,1.68814183
29.200000000000003,2.31,92.6,1.70130594
29.300000000000004,2.27,87.8,1.71447005
29.400000000000002,1.76,64.9,1.74584896
29.500000000000004,1.79,48.9,1.77921494
29.6,1.81,52.3,1.81258093
29.700000000000003,2.36,64.2,1.84594691
29.800000000000004,2.76,83.2,1.87931289
29.900000000000002,1.52,73.3,1.93298248
30.000000000000004,1.62,45.5,1.98770225
30.1,1.96,43.6,2.04242203
30.200000000000003,1.73,48.7,2.0971418
30.300000000000004,1.76,51.3,2.15186158
0.1,0.3,16.3,0.77019763
0.2,0.29,47.4,0.78661001
0.30000000000000004,0.58,64.0,0.80302238
0.4,0.63,64.4,0.81943476
0.5,0.83,65.0,0.83584713
0.6,1.06,69.4,0.85279341
0.7000000000000001,1.29,84.2,0.88006175
0.8,1.35,83.2,0.90733008
0.9,1.43,84.3,0.93459842
1.0,1.47,80.0,0.96186676
1.1,1.37,83.0,0.99079502
1.2000000000000002,1.18,81.5,1.03493916
1.3000000000000003,1.0,77.4,1.07908331
1.4000000000000001,0.94,69.3,1.12322745
1.5000000000000002,1.01,63.6,1.1673716
1.6,1.09,65.7,1.21135475
1.7000000000000002,1.19,67.9,1.25440776
1.8000000000000003,1.3,69.1,1.29746077
1.9000000000000001,2.3,88.2,1.34051378
2.0,2.12,104.1,1.38356679
2.1,1.63,108.2,1.42646701
2.2,1.7,94.0,1.46874331
2.3000000000000003,1.58,91.6,1.51101961
2.4000000000000004,1.56,90.1,1.5532959
2.5000000000000004,1.44,90.0,1.5955722
2.6,1.48,84.7,1.63235011
2.7,1.42,80.1,1.65226629
2.8000000000000003,1.2,82.6,1.67218246
2.9000000000000004,1.1,79.7,1.69209864
3.0000000000000004,1.22,77.7,1.71201482
3.1,1.78,97.8,1.72574671
3.2,1.46,99.1,1.72470504
3.3000000000000003,1.54,80.0,1.72366337
3.4000000000000004,1.68,81.3,1.7226217
3.5000000000000004,2.33,95.8,1.72158002
3.6,2.0,111.4,1.7117941
3.7,2.14,121.8,1.68535245
3.8000000000000003,2.17,119.4,1.6589108
3.9000000000000004,2.15,119.6,1.63246915
4.0,2.27,123.7,1.60602751
4.1,2.14,116.4,1.58275497
4.2,2.22,118.2,1.56436813
4.3,2.22,119.1,1.5459813
4.3999999999999995,2.12,120.6,1.52759446
4.5,2.21,125.2,1.50920763
4.6,2.08,128.2,1.49519275
4.7,1.74,120.0,1.48668329
4.8,1.47,85.5,1.47817382
4.9,1.66,80.7,1.46966436
5.0,1.91,97.4,1.4611549
5.1,1.87,78.0,1.46428075
5.2,1.95,74.7,1.47942976
5.3,3.55,154.4,1.49457876
5.4,5.09,240.5,1.50972777
5.5,5.4,241.8,1.52487678
5.6,5.88,171.0,1.53276015
5.7,4.34,152.8,1.53447873
5.8,4.93,101.4,1.53619732
5.9,5.32,82.9,1.53791591
6.0,2.87,117.3,1.53963449
6.1,2.05,91.0,1.54452314
6.2,1.68,67.7,1.55161321
6.3,1.33,60.2,1.55870329
6.4,1.3,54.5,1.56579336
6.5,1.59,54.2,1.57288343
6.6,3.93,67.6,1.58200241
6.7,2.87,64.2,1.59226589
6.8,1.67,62.7,1.60252938
6.9,1.57,48.0,1.61279286
7.0,1.69,54.7,1.62305635
7.1,1.64,64.4,1.62467615
7.2,1.71,74.9,1.62238572
7.3,1.92,90.4,1.62009528
7.4,2.06,103.9,1.61780485
7.5,1.77,109.5,1.61551442
7.6,1.44,99.7,1.61118848
7.7,1.11,77.3,1.60613882
7.8,0.91,61.1,1.60108915
7.9,0.78,48.2,1.59603948
8.0,0.7,43.4,1.59098981
8.1,0.66,35.1,1.5973892
8.2,0.89,35.0,1.60688937
8.3,0.74,35.1,1.61638954
8.4,0.72,36.7,1.62588971
8.5,0.68,41.1,1.63538988
8.6,0.55,41.9,1.63768823
8.7,0.54,42.0,1.63857444
8.8,0.52,32.1,1.63946066
8.9,0.71,31.3,1.64034688
9.0,0.58,40.8,1.64123309
9.1,0.67,45.8,1.64076375
9.2,0.98,53.2,1.64011868
9.3,1.17,60.9,1.63947361
9.4,1.22,60.7,1.63882855
9.5,1.41,59.3,1.63818348
9.6,1.32,60.9,1.64419112
9.700000000000001,1.47,60.3,1.65066562
9.8,1.8,80.1,1.65714012
9.9,1.86,92.7,1.66361462
10.0,2.48,114.2,1.67008912
10.1,3.23,143.0,1.66860211
10.200000000000001,4.35,172.5,1.66698241
10.3,2.86,187.2,1.6653627
10.4,1.24,153.7,1.663743
10.5,2.31,135.8,1.66224361
10.6,2.35,142.1,1.66429348
10.700000000000001,2.2,117.3,1.66634335
10.8,7.06,122.3,1.66839322
10.9,7.8,176.8,1.67044309
11.0,4.19,177.1,1.67280659
11.1,2.94,147.6,1.67868269
11.200000000000001,3.35,155.6,1.6845588
11.3,3.65,193.3,1.69043491
11.4,3.62,209.7,1.69631101
11.5,3.54,199.5,1.70160303
11.6,3.49,207.4,1.70302547
11.700000000000001,4.15,213.5,1.70444791
11.8,3.53,209.2,1.70587035
11.9,3.83,189.6,1.70729279
12.0,3.63,218.5,1.70895127
12.1,3.63,227.5,1.71168264
12.200000000000001,3.68,208.1,1.71441401
12.3,3.58,188.6,1.71714538
12.4,3.71,192.8,1.71987674
12.5,3.68,186.4,1.72260006
12.6,3.59,194.9,1.72529634
12.700000000000001,3.02,194.6,1.72799263
12.8,2.91,179.0,1.73068891
12.9,3.22,169.7,1.7333852
13.0,3.46,182.5,1.7367336
13.1,3.6,194.7,1.74176983
13.200000000000001,3.54,201.5,1.74680606
13.3,3.9,192.9,1.75184229
13.4,4.11,191.8,1.75687852
13.5,4.33,207.9,1.76036986
13.6,4.31,217.7,1.76069416
13.700000000000001,4.03,217.6,1.76101846
13.8,3.8,187.9,1.76134276
13.9,3.49,157.9,1.76166706
14.0,3.74,150.1,1.75937996
14.1,3.93,171.8,1.75277837
14.200000000000001,3.91,176.5,1.74617678
14.3,3.76,176.4,1.73957519
14.4,3.52,162.0,1.7329736
14.5,3.08,152.3,1.72392036
14.6,2.76,151.0,1.71156682
14.700000000000001,2.8,147.9,1.69921328
14.8,2.87,137.4,1.68685974
14.9,2.81,135.6,1.6745062
15.0,2.82,129.7,1.66345117
15.1,2.6,131.7,1.653829
15.200000000000001,2.52,137.0,1.64420682
15.3,3.12,141.1,1.63458465
15.4,3.2,143.4,1.62496248
15.5,3.28,153.0,1.62139832
15.6,3.78,156.4,1.62332425
15.700000000000001,3.78,169.9,1.62525018
15.8,3.9,165.3,1.62717611
15.9,4.0,180.5,1.62910203
16.0,4.06,206.0,1.6290097
16.1,3.84,194.9,1.6274181
16.200000000000003,3.47,170.7,1.62582649
16.3,2.73,129.3,1.62423489
16.400000000000002,4.04,119.9,1.62264328
16.500000000000004,3.47,146.8,1.62080271
16.6,2.74,131.6,1.61881145
16.700000000000003,2.88,108.3,1.61682019
16.8,2.64,86.5,1.61482893
16.900000000000002,2.47,77.6,1.61283767
17.000000000000004,2.59,71.8,1.61186592
17.1,2.55,92.8,1.6113915
17.200000000000003,2.52,95.6,1.61091707
17.3,3.13,86.3,1.61044264
17.400000000000002,4.04,112.5,1.60996822
17.500000000000004,3.48,143.1,1.6130199
17.6,3.84,151.3,1.61743395
17.700000000000003,4.72,219.7,1.621848
17.8,3.3,180.0,1.62626204
17.900000000000002,2.61,135.1,1.63067609
18.000000000000004,2.45,94.2,1.63371888
18.1,2.16,59.0,1.63635322
18.200000000000003,1.91,52.0,1.63898755
18.3,2.17,54.6,1.64162188
18.400000000000002,2.12,56.5,1.64425622
18.500000000000004,2.17,49.5,1.64736348
18.6,3.94,95.6,1.65057479
18.700000000000003,2.0,103.9,1.6537861
18.8,1.78,57.7,1.65699741
18.900000000000002,1.84,50.7,1.66020872
19.000000000000004,3.34,93.3,1.66101002
19.1,2.12,72.6,1.66144753
19.200000000000003,2.25,72.7,1.66188505
19.300000000000004,2.42,92.1,1.66232256
19.400000000000002,2.57,127.0,1.66276008
19.500000000000004,2.77,137.6,1.66180509
19.6,2.85,152.0,1.66072577
19.700000000000003,2.7,155.9,1.65964645
19.800000000000004,2.77,147.4,1.65856714
19.900000000000002,2.42,152.4,1.65748782
20.000000000000004,2.47,152.1,1.65364909
20.1,2.39,162.9,1.64971683
20.200000000000003,2.79,162.5,1.64578456
20.300000000000004,3.0,155.5,1.6418523
20.400000000000002,2.76,140.4,1.63782238
20.500000000000004,2.86,146.7,1.62793319
20.6,2.93,137.2,1.618044
20.700000000000003,3.03,134.2,1.6081548
20.800000000000004,3.01,144.6,1.59826561
20.900000000000002,3.06,148.1,1.58907172
21.000000000000004,2.76,71.7,1.58978581
21.1,2.38,138.8,1.5904999
21.200000000000003,1.81,155.5,1.591214
21.300000000000004,2.89,158.9,1.59192809
21.400000000000002,3.44,157.7,1.59353331
21.500000000000004,3.28,169.3,1.60201294
21.6,3.15,189.3,1.61049258
21.700000000000003,2.97,185.1,1.61897221
21.800000000000004,5.44,178.8,1.62745184
21.900000000000002,3.47,176.1,1.63726829
22.000000000000004,3.54,138.0,1.65390249
22.1,3.65,139.4,1.67053669
22.200000000000003,3.4,154.1,1.6871709
22.300000000000004,3.6,170.5,1.7038051
22.400000000000002,3.53,187.6,1.71942436
22.500000000000004,2.83,145.9,1.73129612
22.6,2.53,88.8,1.74316788
22.700000000000003,2.87,77.6,1.75503964
22.800000000000004,2.16,69.3,1.76691139
22.900000000000002,2.13,56.5,1.77778343
23.000000000000004,2.75,69.4,1.78584373
23.1,2.25,81.4,1.79390403
23.200000000000003,2.25,74.3,1.80196433
23.300000000000004,2.16,56.0,1.81002463
23.400000000000002,1.72,68.5,1.81568725
23.500000000000004,1.62,69.4,1.81604973
23.6,2.03,46.6,1.81641222
23.700000000000003,11.42,262.4,1.8167747
23.800000000000004,3.6,262.1,1.81713719
23.900000000000002,2.46,135.8,1.81673897
24.000000000000004,2.74,92.2,1.81499223
24.1,3.23,91.8,1.81324549
24.200000000000003,3.14,100.0,1.81149874
24.300000000000004,3.3,99.5,1.809752
24.400000000000002,7.9,227.7,1.80466323
24.500000000000004,7.27,283.2,1.79476191
24.6,3.0,231.5,1.7848606
24.700000000000003,3.31,94.3,1.77495929
24.800000000000004,2.94,87.0,1.76505798
24.900000000000002,2.56,80.6,1.75436406
25.000000000000004,2.4,64.8,1.74273601
25.1,2.78,63.1,1.73110795
25.200000000000003,2.69,66.0,1.71947989
25.300000000000004,2.61,68.9,1.70785184
25.400000000000002,2.48,69.3,1.69529109
25.500000000000004,2.4,67.8,1.68182773
25.6,2.19,69.7,1.66836437
25.700000000000003,2.0,66.7,1.65490101
25.800000000000004,2.18,57.9,1.64143765
25.900000000000002,2.12,54.5,1.6294967
26.000000000000004,2.07,51.7,1.61876471
26.1,2.0,52.4,1.60803272
26.200000000000003,1.97,52.1,1.59730073
26.300000000000004,2.08,55.6,1.58656874
26.400000000000002,1.83,65.0,1.57964492
26.500000000000004,1.92,69.7,1.57519125
26.6,1.92,68.4,1.57073759
26.700000000000003,1.82,61.0,1.56628392
26.800000000000004,2.0,58.4,1.56183026
26.900000000000002,2.3,70.0,1.55737659
27.000000000000004,2.2,88.2,1.55292293
27.1,6.23,162.7,1.54846927
27.200000000000003,2.58,191.2,1.5440156
27.300000000000004,2.56,91.9,1.53956194
27.400000000000002,2.3,73.5,1.536954
27.500000000000004,2.39,74.3,1.5351187
27.6,2.51,74.3,1.5332834
27.700000000000003,6.42,157.6,1.5314481
27.800000000000004,3.59,229.0,1.5296128
27.900000000000002,3.65,192.6,1.5291615
28.000000000000004,2.57,153.7,1.5291615
28.1,2.07,84.6,1.5291615
28.200000000000003,1.8,61.8,1.5291615
28.300000000000004,1.9,50.2,1.5291615
28.400000000000002,2.05,49.3,1.53063576
28.500000000000004,2.13,47.6,1.53247106
28.6,2.04,44.5,1.53430636
28.700000000000003,1.92,43.0,1.53614166
28.800000000000004,2.0,43.9,1.53797696
28.900000000000002,2.03,49.1,1.54204431
29.000000000000004,2.17,50.4,1.54649797
29.1,2.32,50.1,1.55095164
29.200000000000003,2.22,49.7,1.5554053
29.300000000000004,2.48,48.7,1.55985896
29.400000000000002,5.47,128.5,1.56431263
29.500000000000004,2.23,111.1,1.56876629
29.6,2.2,72.7,1.57321996
29.700000000000003,9.22,183.6,1.57767362
29.800000000000004,5.66,231.0,1.58212729
29.900000000000002,4.92,141.0,1.58832599
30.000000000000004,3.63,97.9,1.59461496
30.1,3.45,73.4,1.60090392
30.200000000000003,2.18,73.4,1.60719289
30.300000000000004,1.98,69.8,1.61348185
